"fecha","cona_cost.Demo_Group","cona_cost.Sex","cona_cost.cost_day","cona_cost.Cost_1000kcal","scenario"
2013-03-01,1 a 3 años,0,1501.213,1351.6963,"q2"
2013-03-01,14 a 18 años,0,2928.831,1066.2960,"q2"
2013-03-01,19 a 30 años,0,2663.157, 944.5391,"q2"
2013-03-01,31 a 50 años,0,2538.320, 950.3635,"q2"
2013-03-01,4 a 8 años,0,1984.685,1381.7047,"q2"
2013-03-01,51 a 70 años,0,2571.209,1184.2555,"q2"
2013-03-01,9 a 13 años,0,2563.783,1277.6704,"q2"
2013-03-01,>70 años,0,2398.938,1184.2555,"q2"
2013-03-01,1 a 3 años,1,1451.111,1423.9062,"q3"
2013-03-01,14 a 18 años,1,2766.159,1309.1515,"q3"
2013-03-01,19 a 30 años,1,2252.307,1108.5124,"q3"
2013-03-01,31 a 50 años,1,2211.714,1154.0464,"q3"
2013-03-01,4 a 8 años,1,1954.692,1484.6830,"q3"
2013-03-01,51 a 70 años,1,2451.830,1408.1378,"q3"
2013-03-01,9 a 13 años,1,2568.328,1418.0200,"q3"
2013-03-01,>70 años,1,2417.671,1476.8211,"q3"
2013-03-01,gestantes 19 a 30 años,1,3500.970,1396.5731,"q3"
2013-03-01,gestantes 31 a 50 años,1,3677.215,1537.6274,"q3"
2013-03-01,gestantes < 18 años,1,5637.577,2236.7810,"q3"
2013-03-01,lactantes 19 a 30 años,1,2784.742,1097.7257,"q3"
2013-03-01,lactantes 31 a 50 años,1,2685.466,1109.0156,"q3"
2013-03-01,lactantes < 18 años,1,3143.039,1232.3724,"q3"
2013-03-01,1 a 3 años,0,1559.389,1404.0783,"q3"
2013-03-01,14 a 18 años,0,3033.825,1104.5212,"q3"
2013-03-01,19 a 30 años,0,2832.159,1004.4786,"q3"
2013-03-01,31 a 50 años,0,2703.223,1012.1044,"q3"
2013-03-01,4 a 8 años,0,2056.889,1431.9721,"q3"
2013-03-01,51 a 70 años,0,2669.981,1229.7480,"q3"
2013-03-01,9 a 13 años,0,2637.802,1314.5581,"q3"
2013-03-01,>70 años,0,2491.092,1229.7480,"q3"
2013-04-01,1 a 3 años,1,1357.336,1331.8896,"q1"
2013-04-01,14 a 18 años,1,2571.980,1217.2515,"q1"
2013-04-01,19 a 30 años,1,2054.784,1011.2977,"q1"
2013-04-01,31 a 50 años,1,2019.886,1053.9525,"q1"
2013-04-01,4 a 8 años,1,1837.562,1395.7174,"q1"
2013-04-01,51 a 70 años,1,2279.358,1309.0837,"q1"
2013-04-01,9 a 13 años,1,2421.088,1336.7263,"q1"
2013-04-01,>70 años,1,2252.895,1376.1685,"q1"
2013-04-01,gestantes 19 a 30 años,1,3162.696,1261.6321,"q1"
2013-04-01,gestantes 31 a 50 años,1,3366.178,1407.5671,"q1"
2013-04-01,gestantes < 18 años,1,5170.279,2051.3748,"q1"
2013-04-01,lactantes 19 a 30 años,1,2418.794, 953.4717,"q1"
2013-04-01,lactantes 31 a 50 años,1,2351.639, 971.1551,"q1"
2013-04-01,lactantes < 18 años,1,2820.691,1105.9812,"q1"
2013-04-01,1 a 3 años,0,1452.209,1307.5737,"q1"
2013-04-01,14 a 18 años,0,2785.765,1014.2105,"q1"
2013-04-01,19 a 30 años,0,2501.704, 887.2765,"q1"
2013-04-01,31 a 50 años,0,2382.901, 892.1739,"q1"
2013-04-01,4 a 8 años,0,1930.161,1343.7461,"q1"
2013-04-01,51 a 70 años,0,2447.824,1127.4264,"q1"
2013-04-01,9 a 13 años,0,2475.260,1233.5549,"q1"
2013-04-01,>70 años,0,2283.820,1127.4264,"q1"
2013-04-01,1 a 3 años,1,1400.692,1374.4327,"q2"
2013-04-01,14 a 18 años,1,2686.399,1271.4030,"q2"
2013-04-01,19 a 30 años,1,2179.185,1072.5238,"q2"
2013-04-01,31 a 50 años,1,2142.197,1117.7731,"q2"
2013-04-01,4 a 8 años,1,1889.874,1435.4504,"q2"
2013-04-01,51 a 70 años,1,2383.998,1369.1802,"q2"
2013-04-01,9 a 13 años,1,2506.720,1384.0052,"q2"
2013-04-01,>70 años,1,2351.403,1436.3416,"q2"
2013-04-01,gestantes 19 a 30 años,1,3302.891,1317.5572,"q2"
2013-04-01,gestantes 31 a 50 años,1,3518.052,1471.0732,"q2"
2013-04-01,gestantes < 18 años,1,5374.277,2132.3134,"q2"
2013-04-01,lactantes 19 a 30 años,1,2592.260,1021.8506,"q2"
2013-04-01,lactantes 31 a 50 años,1,2526.025,1043.1711,"q2"
2013-04-01,lactantes < 18 años,1,2982.085,1169.2630,"q2"
2013-04-01,1 a 3 años,0,1501.233,1351.7150,"q2"
2013-04-01,14 a 18 años,0,2939.577,1070.2086,"q2"
2013-04-01,19 a 30 años,0,2659.716, 943.3186,"q2"
2013-04-01,31 a 50 años,0,2533.144, 948.4256,"q2"
2013-04-01,4 a 8 años,0,1986.950,1383.2815,"q2"
2013-04-01,51 a 70 años,0,2583.084,1189.7245,"q2"
2013-04-01,9 a 13 años,0,2572.195,1281.8626,"q2"
2013-04-01,>70 años,0,2410.017,1189.7245,"q2"
2013-04-01,1 a 3 años,1,1451.478,1424.2669,"q3"
2013-04-01,14 a 18 años,1,2775.298,1313.4766,"q3"
2013-04-01,19 a 30 años,1,2264.240,1114.3854,"q3"
2013-04-01,31 a 50 años,1,2225.073,1161.0166,"q3"
2013-04-01,4 a 8 años,1,1954.728,1484.7105,"q3"
2013-04-01,51 a 70 años,1,2465.392,1415.9266,"q3"
2013-04-01,9 a 13 años,1,2576.767,1422.6793,"q3"
2013-04-01,>70 años,1,2431.328,1485.1633,"q3"
2013-04-01,gestantes 19 a 30 años,1,3493.118,1393.4407,"q3"
2013-04-01,gestantes 31 a 50 años,1,3679.642,1538.6422,"q3"
2013-04-01,gestantes < 18 años,1,5618.858,2229.3540,"q3"
2013-04-01,lactantes 19 a 30 años,1,2776.895,1094.6325,"q3"
2013-04-01,lactantes 31 a 50 años,1,2686.370,1109.3886,"q3"
2013-04-01,lactantes < 18 años,1,3142.248,1232.0622,"q3"
2013-04-01,1 a 3 años,0,1558.845,1403.5882,"q3"
2013-04-01,14 a 18 años,0,3045.043,1108.6054,"q3"
2013-04-01,19 a 30 años,0,2823.608,1001.4459,"q3"
2013-04-01,31 a 50 años,0,2694.120,1008.6962,"q3"
2013-04-01,4 a 8 años,0,2058.365,1432.9999,"q3"
2013-04-01,51 a 70 años,0,2682.879,1235.6884,"q3"
2013-04-01,9 a 13 años,0,2645.989,1318.6380,"q3"
2013-04-01,>70 años,0,2503.126,1235.6884,"q3"
2013-05-01,1 a 3 años,1,1355.783,1330.3660,"q1"
2013-05-01,14 a 18 años,1,2577.003,1219.6288,"q1"
2013-05-01,19 a 30 años,1,2064.033,1015.8500,"q1"
2013-05-01,31 a 50 años,1,2031.248,1059.8811,"q1"
2013-05-01,4 a 8 años,1,1835.137,1393.8756,"q1"
2013-05-01,51 a 70 años,1,2288.286,1314.2112,"q1"
2013-05-01,9 a 13 años,1,2425.485,1339.1539,"q1"
2013-05-01,>70 años,1,2260.897,1381.0566,"q1"
2013-05-01,gestantes 19 a 30 años,1,3151.097,1257.0052,"q1"
2013-05-01,gestantes 31 a 50 años,1,3352.405,1401.8080,"q1"
2013-05-01,gestantes < 18 años,1,5155.566,2045.5371,"q1"
2013-05-01,lactantes 19 a 30 años,1,2408.557, 949.4360,"q1"
2013-05-01,lactantes 31 a 50 años,1,2348.863, 970.0087,"q1"
2013-05-01,lactantes < 18 años,1,2816.642,1104.3934,"q1"
2013-05-01,1 a 3 años,0,1450.091,1305.6665,"q1"
2013-05-01,14 a 18 años,0,2792.942,1016.8231,"q1"
2013-05-01,19 a 30 años,0,2491.085, 883.5105,"q1"
2013-05-01,31 a 50 años,0,2372.371, 888.2311,"q1"
2013-05-01,4 a 8 años,0,1927.751,1342.0681,"q1"
2013-05-01,51 a 70 años,0,2455.608,1131.0113,"q1"
2013-05-01,9 a 13 años,0,2480.672,1236.2519,"q1"
2013-05-01,>70 años,0,2291.082,1131.0113,"q1"
2013-05-01,1 a 3 años,1,1398.657,1372.4357,"q2"
2013-05-01,14 a 18 años,1,2690.888,1273.5278,"q2"
2013-05-01,19 a 30 años,1,2182.856,1074.3308,"q2"
2013-05-01,31 a 50 años,1,2145.774,1119.6393,"q2"
2013-05-01,4 a 8 años,1,1886.652,1433.0036,"q2"
2013-05-01,51 a 70 años,1,2389.703,1372.4568,"q2"
2013-05-01,9 a 13 años,1,2511.749,1386.7820,"q2"
2013-05-01,>70 años,1,2358.900,1440.9207,"q2"
2013-05-01,gestantes 19 a 30 años,1,3288.817,1311.9431,"q2"
2013-05-01,gestantes 31 a 50 años,1,3517.327,1470.7701,"q2"
2013-05-01,gestantes < 18 años,1,5358.423,2126.0233,"q2"
2013-05-01,lactantes 19 a 30 años,1,2579.562,1016.8451,"q2"
2013-05-01,lactantes 31 a 50 años,1,2522.574,1041.7461,"q2"
2013-05-01,lactantes < 18 años,1,2972.217,1165.3937,"q2"
2013-05-01,1 a 3 años,0,1498.542,1349.2921,"q2"
2013-05-01,14 a 18 años,0,2947.115,1072.9528,"q2"
2013-05-01,19 a 30 años,0,2646.292, 938.5575,"q2"
2013-05-01,31 a 50 años,0,2519.851, 943.4486,"q2"
2013-05-01,4 a 8 años,0,1983.723,1381.0350,"q2"
2013-05-01,51 a 70 años,0,2591.232,1193.4775,"q2"
2013-05-01,9 a 13 años,0,2573.721,1282.6230,"q2"
2013-05-01,>70 años,0,2417.619,1193.4775,"q2"
2013-05-01,1 a 3 años,1,1448.575,1421.4177,"q3"
2013-05-01,14 a 18 años,1,2780.946,1316.1497,"q3"
2013-05-01,19 a 30 años,1,2272.036,1118.2221,"q3"
2013-05-01,31 a 50 años,1,2232.802,1165.0496,"q3"
2013-05-01,4 a 8 años,1,1950.033,1481.1441,"q3"
2013-05-01,51 a 70 años,1,2474.588,1421.2081,"q3"
2013-05-01,9 a 13 años,1,2582.132,1425.6413,"q3"
2013-05-01,>70 años,1,2441.346,1491.2829,"q3"
2013-05-01,gestantes 19 a 30 años,1,3475.349,1386.3527,"q3"
2013-05-01,gestantes 31 a 50 años,1,3679.433,1538.5549,"q3"
2013-05-01,gestantes < 18 años,1,5604.977,2223.8465,"q3"
2013-05-01,lactantes 19 a 30 años,1,2758.569,1087.4083,"q3"
2013-05-01,lactantes 31 a 50 años,1,2680.091,1106.7959,"q3"
2013-05-01,lactantes < 18 años,1,3133.179,1228.5061,"q3"
2013-05-01,1 a 3 años,0,1555.115,1400.2304,"q3"
2013-05-01,14 a 18 años,0,3053.363,1111.6344,"q3"
2013-05-01,19 a 30 años,0,2804.920, 994.8178,"q3"
2013-05-01,31 a 50 años,0,2675.310,1001.6538,"q3"
2013-05-01,4 a 8 años,0,2053.668,1429.7295,"q3"
2013-05-01,51 a 70 años,0,2693.075,1240.3848,"q3"
2013-05-01,9 a 13 años,0,2650.897,1321.0842,"q3"
2013-05-01,>70 años,0,2512.639,1240.3848,"q3"
2013-06-01,1 a 3 años,1,1353.632,1328.2551,"q1"
2013-06-01,14 a 18 años,1,2579.229,1220.6822,"q1"
2013-06-01,19 a 30 años,1,2066.915,1017.2681,"q1"
2013-06-01,31 a 50 años,1,2035.412,1062.0540,"q1"
2013-06-01,4 a 8 años,1,1833.232,1392.4286,"q1"
2013-06-01,51 a 70 años,1,2291.232,1315.9029,"q1"
2013-06-01,9 a 13 años,1,2426.960,1339.9685,"q1"
2013-06-01,>70 años,1,2263.422,1382.5988,"q1"
2013-06-01,gestantes 19 a 30 años,1,3145.574,1254.8020,"q1"
2013-06-01,gestantes 31 a 50 años,1,3351.302,1401.3468,"q1"
2013-06-01,gestantes < 18 años,1,5157.604,2046.3457,"q1"
2013-06-01,lactantes 19 a 30 años,1,2402.917, 947.2128,"q1"
2013-06-01,lactantes 31 a 50 años,1,2345.499, 968.6196,"q1"
2013-06-01,lactantes < 18 años,1,2813.625,1103.2105,"q1"
2013-06-01,1 a 3 años,0,1447.601,1303.4241,"q1"
2013-06-01,14 a 18 años,0,2794.684,1017.4573,"q1"
2013-06-01,19 a 30 años,0,2482.082, 880.3172,"q1"
2013-06-01,31 a 50 años,0,2366.688, 886.1035,"q1"
2013-06-01,4 a 8 años,0,1924.337,1339.6918,"q1"
2013-06-01,51 a 70 años,0,2456.971,1131.6390,"q1"
2013-06-01,9 a 13 años,0,2482.539,1237.1822,"q1"
2013-06-01,>70 años,0,2292.354,1131.6390,"q1"
2013-06-01,1 a 3 años,1,1395.993,1369.8218,"q2"
2013-06-01,14 a 18 años,1,2689.685,1272.9583,"q2"
2013-06-01,19 a 30 años,1,2180.883,1073.3598,"q2"
2013-06-01,31 a 50 años,1,2142.792,1118.0833,"q2"
2013-06-01,4 a 8 años,1,1884.153,1431.1052,"q2"
2013-06-01,51 a 70 años,1,2387.737,1371.3280,"q2"
2013-06-01,9 a 13 años,1,2512.810,1387.3677,"q2"
2013-06-01,>70 años,1,2357.072,1439.8043,"q2"
2013-06-01,gestantes 19 a 30 años,1,3281.751,1309.1245,"q2"
2013-06-01,gestantes 31 a 50 años,1,3519.354,1471.6179,"q2"
2013-06-01,gestantes < 18 años,1,5361.022,2127.0545,"q2"
2013-06-01,lactantes 19 a 30 años,1,2572.273,1013.9717,"q2"
2013-06-01,lactantes 31 a 50 años,1,2517.965,1039.8429,"q2"
2013-06-01,lactantes < 18 años,1,2964.542,1162.3843,"q2"
2013-06-01,1 a 3 años,0,1495.464,1346.5201,"q2"
2013-06-01,14 a 18 años,0,2944.681,1072.0667,"q2"
2013-06-01,19 a 30 años,0,2635.317, 934.6652,"q2"
2013-06-01,31 a 50 años,0,2512.618, 940.7406,"q2"
2013-06-01,4 a 8 años,0,1979.520,1378.1088,"q2"
2013-06-01,51 a 70 años,0,2587.928,1191.9560,"q2"
2013-06-01,9 a 13 años,0,2571.980,1281.7553,"q2"
2013-06-01,>70 años,0,2414.537,1191.9560,"q2"
2013-06-01,1 a 3 años,1,1445.202,1418.1088,"q3"
2013-06-01,14 a 18 años,1,2782.206,1316.7459,"q3"
2013-06-01,19 a 30 años,1,2272.288,1118.3463,"q3"
2013-06-01,31 a 50 años,1,2233.031,1165.1693,"q3"
2013-06-01,4 a 8 años,1,1946.591,1478.5304,"q3"
2013-06-01,51 a 70 años,1,2475.426,1421.6895,"q3"
2013-06-01,9 a 13 años,1,2582.939,1426.0871,"q3"
2013-06-01,>70 años,1,2442.520,1492.0001,"q3"
2013-06-01,gestantes 19 a 30 años,1,3466.479,1382.8143,"q3"
2013-06-01,gestantes 31 a 50 años,1,3683.468,1540.2422,"q3"
2013-06-01,gestantes < 18 años,1,5610.381,2225.9907,"q3"
2013-06-01,lactantes 19 a 30 años,1,2748.063,1083.2669,"q3"
2013-06-01,lactantes 31 a 50 años,1,2673.381,1104.0247,"q3"
2013-06-01,lactantes < 18 años,1,3126.441,1225.8644,"q3"
2013-06-01,1 a 3 años,0,1551.212,1396.7160,"q3"
2013-06-01,14 a 18 años,0,3053.893,1111.8274,"q3"
2013-06-01,19 a 30 años,0,2796.414, 991.8012,"q3"
2013-06-01,31 a 50 años,0,2666.367, 998.3051,"q3"
2013-06-01,4 a 8 años,0,2048.342,1426.0218,"q3"
2013-06-01,51 a 70 años,0,2693.628,1240.6392,"q3"
2013-06-01,9 a 13 años,0,2651.615,1321.4420,"q3"
2013-06-01,>70 años,0,2513.154,1240.6392,"q3"
2013-07-01,1 a 3 años,1,1352.092,1326.7434,"q1"
2013-07-01,14 a 18 años,1,2583.221,1222.5717,"q1"
2013-07-01,19 a 30 años,1,2065.087,1016.3688,"q1"
2013-07-01,31 a 50 años,1,2034.101,1061.3699,"q1"
2013-07-01,4 a 8 años,1,1830.061,1390.0201,"q1"
2013-07-01,51 a 70 años,1,2292.967,1316.8994,"q1"
2013-07-01,9 a 13 años,1,2428.619,1340.8842,"q1"
2013-07-01,>70 años,1,2267.087,1384.8378,"q1"
2013-07-01,gestantes 19 a 30 años,1,3130.421,1248.7574,"q1"
2013-07-01,gestantes 31 a 50 años,1,3337.849,1395.7214,"q1"
2013-07-01,gestantes < 18 años,1,5141.132,2039.8101,"q1"
2013-07-01,lactantes 19 a 30 años,1,2386.307, 940.6652,"q1"
2013-07-01,lactantes 31 a 50 años,1,2335.544, 964.5084,"q1"
2013-07-01,lactantes < 18 años,1,2800.374,1098.0148,"q1"
