"fecha","cona_cost.Demo_Group","cona_cost.Sex","cona_cost.cost_day","cona_cost.Cost_1000kcal","scenario"
2013-03-01,4 a 8 años,1,1900.806,1443.7543,"hat"
2013-03-01,51 a 70 años,1,2362.984,1357.1117,"hat"
2013-03-01,9 a 13 años,1,2498.400,1379.4117,"hat"
2013-03-01,>70 años,1,2336.191,1427.0494,"hat"
2013-03-01,gestantes 19 a 30 años,1,3421.942,1365.0479,"hat"
2013-03-01,gestantes 31 a 50 años,1,3663.506,1531.8950,"hat"
2013-03-01,gestantes < 18 años,1,5668.739,2249.1452,"hat"
2013-03-01,lactantes 19 a 30 años,1,2642.143,1041.5142,"hat"
2013-03-01,lactantes 31 a 50 años,1,2579.374,1065.2028,"hat"
2013-03-01,lactantes < 18 años,1,3020.765,1184.4293,"hat"
2013-03-01,1 a 3 años,0,1507.348,1357.2209,"hat"
2013-03-01,14 a 18 años,0,2944.397,1071.9634,"hat"
2013-03-01,19 a 30 años,0,2718.456, 964.1518,"hat"
2013-03-01,31 a 50 años,0,2581.515, 966.5362,"hat"
2013-03-01,4 a 8 años,0,2004.924,1395.7947,"hat"
2013-03-01,51 a 70 años,0,2607.790,1201.1040,"hat"
2013-03-01,9 a 13 años,0,2554.186,1272.8876,"hat"
2013-03-01,>70 años,0,2433.068,1201.1040,"hat"
2013-04-01,1 a 3 años,1,1416.785,1390.2237,"hat"
2013-04-01,14 a 18 años,1,2680.494,1268.6084,"hat"
2013-04-01,19 a 30 años,1,2160.959,1063.5536,"hat"
2013-04-01,31 a 50 años,1,2106.812,1099.3096,"hat"
2013-04-01,4 a 8 años,1,1915.334,1454.7885,"hat"
2013-04-01,51 a 70 años,1,2372.903,1362.8085,"hat"
2013-04-01,9 a 13 años,1,2517.008,1389.6853,"hat"
2013-04-01,>70 años,1,2346.742,1433.4945,"hat"
2013-04-01,gestantes 19 a 30 años,1,3439.014,1371.8585,"hat"
2013-04-01,gestantes 31 a 50 años,1,3662.094,1531.3044,"hat"
2013-04-01,gestantes < 18 años,1,5680.519,2253.8189,"hat"
2013-04-01,lactantes 19 a 30 años,1,2652.476,1045.5874,"hat"
2013-04-01,lactantes 31 a 50 años,1,2568.913,1060.8828,"hat"
2013-04-01,lactantes < 18 años,1,3045.971,1194.3126,"hat"
2013-04-01,1 a 3 años,0,1516.350,1365.3258,"hat"
2013-04-01,14 a 18 años,0,2956.120,1076.2313,"hat"
2013-04-01,19 a 30 años,0,2738.091, 971.1157,"hat"
2013-04-01,31 a 50 años,0,2602.730, 974.4791,"hat"
2013-04-01,4 a 8 años,0,2018.556,1405.2853,"hat"
2013-04-01,51 a 70 años,0,2611.944,1203.0171,"hat"
2013-04-01,9 a 13 años,0,2573.035,1282.2813,"hat"
2013-04-01,>70 años,0,2436.944,1203.0171,"hat"
2013-05-01,1 a 3 años,1,1419.065,1392.4613,"hat"
2013-05-01,14 a 18 años,1,2740.396,1296.9583,"hat"
2013-05-01,19 a 30 años,1,2240.690,1102.7944,"hat"
2013-05-01,31 a 50 años,1,2192.695,1144.1223,"hat"
2013-05-01,4 a 8 años,1,1915.278,1454.7462,"hat"
2013-05-01,51 a 70 años,1,2436.458,1399.3092,"hat"
2013-05-01,9 a 13 años,1,2548.279,1406.9505,"hat"
2013-05-01,>70 años,1,2406.666,1470.0983,"hat"
2013-05-01,gestantes 19 a 30 años,1,3433.805,1369.7803,"hat"
2013-05-01,gestantes 31 a 50 años,1,3651.142,1526.7250,"hat"
2013-05-01,gestantes < 18 años,1,5605.211,2223.9396,"hat"
2013-05-01,lactantes 19 a 30 años,1,2675.090,1054.5017,"hat"
2013-05-01,lactantes 31 a 50 años,1,2616.492,1080.5313,"hat"
2013-05-01,lactantes < 18 años,1,3067.262,1202.6604,"hat"
2013-05-01,1 a 3 años,0,1518.794,1367.5269,"hat"
2013-05-01,14 a 18 años,0,3008.278,1095.2203,"hat"
2013-05-01,19 a 30 años,0,2743.689, 973.1012,"hat"
2013-05-01,31 a 50 años,0,2609.943, 977.1796,"hat"
2013-05-01,4 a 8 años,0,2021.652,1407.4407,"hat"
2013-05-01,51 a 70 años,0,2663.385,1226.7099,"hat"
2013-05-01,9 a 13 años,0,2611.110,1301.2560,"hat"
2013-05-01,>70 años,0,2484.938,1226.7099,"hat"
2013-06-01,1 a 3 años,1,1414.377,1387.8610,"hat"
2013-06-01,14 a 18 años,1,2720.984,1287.7714,"hat"
2013-06-01,19 a 30 años,1,2236.418,1100.6922,"hat"
2013-06-01,31 a 50 años,1,2197.308,1146.5296,"hat"
2013-06-01,4 a 8 años,1,1908.012,1449.2273,"hat"
2013-06-01,51 a 70 años,1,2433.762,1397.7606,"hat"
2013-06-01,9 a 13 años,1,2535.849,1400.0880,"hat"
2013-06-01,>70 años,1,2399.153,1465.5092,"hat"
2013-06-01,gestantes 19 a 30 años,1,3420.402,1364.4339,"hat"
2013-06-01,gestantes 31 a 50 años,1,3642.290,1523.0236,"hat"
2013-06-01,gestantes < 18 años,1,5568.364,2209.3198,"hat"
2013-06-01,lactantes 19 a 30 años,1,2656.885,1047.3254,"hat"
2013-06-01,lactantes 31 a 50 años,1,2594.664,1071.5171,"hat"
2013-06-01,lactantes < 18 años,1,3054.899,1197.8131,"hat"
2013-06-01,1 a 3 años,0,1514.085,1363.2863,"hat"
2013-06-01,14 a 18 años,0,2998.112,1091.5191,"hat"
2013-06-01,19 a 30 años,0,2727.046, 967.1985,"hat"
2013-06-01,31 a 50 años,0,2595.039, 971.5998,"hat"
2013-06-01,4 a 8 años,0,2013.437,1401.7218,"hat"
2013-06-01,51 a 70 años,0,2652.827,1221.8474,"hat"
2013-06-01,9 a 13 años,0,2603.471,1297.4492,"hat"
2013-06-01,>70 años,0,2475.088,1221.8474,"hat"
2013-07-01,1 a 3 años,1,1413.201,1386.7074,"hat"
2013-07-01,14 a 18 años,1,2732.366,1293.1583,"hat"
2013-07-01,19 a 30 años,1,2255.489,1110.0781,"hat"
2013-07-01,31 a 50 años,1,2212.807,1154.6168,"hat"
2013-07-01,4 a 8 años,1,1910.668,1451.2447,"hat"
2013-07-01,51 a 70 años,1,2444.692,1404.0380,"hat"
2013-07-01,9 a 13 años,1,2550.345,1408.0913,"hat"
2013-07-01,>70 años,1,2408.413,1471.1657,"hat"
2013-07-01,gestantes 19 a 30 años,1,3430.420,1368.4302,"hat"
2013-07-01,gestantes 31 a 50 años,1,3657.570,1529.4128,"hat"
2013-07-01,gestantes < 18 años,1,5576.291,2212.4652,"hat"
2013-07-01,lactantes 19 a 30 años,1,2683.505,1057.8187,"hat"
2013-07-01,lactantes 31 a 50 años,1,2626.098,1084.4985,"hat"
2013-07-01,lactantes < 18 años,1,3075.285,1205.8063,"hat"
2013-07-01,1 a 3 años,0,1512.355,1361.7287,"hat"
2013-07-01,14 a 18 años,0,3021.922,1100.1877,"hat"
2013-07-01,19 a 30 años,0,2744.823, 973.5035,"hat"
2013-07-01,31 a 50 años,0,2613.984, 978.6926,"hat"
2013-07-01,4 a 8 años,0,2014.094,1402.1790,"hat"
2013-07-01,51 a 70 años,0,2673.880,1231.5438,"hat"
2013-07-01,9 a 13 años,0,2614.830,1303.1099,"hat"
2013-07-01,>70 años,0,2494.730,1231.5438,"hat"
2013-08-01,1 a 3 años,1,1403.493,1377.1816,"hat"
2013-08-01,14 a 18 años,1,2709.583,1282.3754,"hat"
2013-08-01,19 a 30 años,1,2212.773,1089.0546,"hat"
2013-08-01,31 a 50 años,1,2171.246,1132.9306,"hat"
2013-08-01,4 a 8 años,1,1893.292,1438.0467,"hat"
2013-08-01,51 a 70 años,1,2412.983,1385.8269,"hat"
2013-08-01,9 a 13 años,1,2523.733,1393.3985,"hat"
2013-08-01,>70 años,1,2382.356,1455.2493,"hat"
2013-08-01,gestantes 19 a 30 años,1,3411.731,1360.9748,"hat"
2013-08-01,gestantes 31 a 50 años,1,3647.769,1525.3145,"hat"
2013-08-01,gestantes < 18 años,1,5578.451,2213.3223,"hat"
2013-08-01,lactantes 19 a 30 años,1,2611.876,1029.5831,"hat"
2013-08-01,lactantes 31 a 50 años,1,2566.403,1059.8459,"hat"
2013-08-01,lactantes < 18 años,1,2998.274,1175.6105,"hat"
2013-08-01,1 a 3 años,0,1503.694,1353.9303,"hat"
2013-08-01,14 a 18 años,0,2965.771,1079.7448,"hat"
2013-08-01,19 a 30 años,0,2675.859, 949.0442,"hat"
2013-08-01,31 a 50 años,0,2543.235, 952.2037,"hat"
2013-08-01,4 a 8 años,0,1994.865,1388.7918,"hat"
2013-08-01,51 a 70 años,0,2618.950,1206.2439,"hat"
2013-08-01,9 a 13 años,0,2582.206,1286.8518,"hat"
2013-08-01,>70 años,0,2443.480,1206.2439,"hat"
2013-09-01,1 a 3 años,1,1409.506,1383.0813,"hat"
2013-09-01,14 a 18 años,1,2738.744,1296.1768,"hat"
2013-09-01,19 a 30 años,1,2231.032,1098.0412,"hat"
2013-09-01,31 a 50 años,1,2192.330,1143.9321,"hat"
2013-09-01,4 a 8 años,1,1904.501,1446.5604,"hat"
2013-09-01,51 a 70 años,1,2441.394,1402.1443,"hat"
2013-09-01,9 a 13 años,1,2541.947,1403.4544,"hat"
2013-09-01,>70 años,1,2413.002,1473.9692,"hat"
2013-09-01,gestantes 19 a 30 años,1,3416.867,1363.0235,"hat"
2013-09-01,gestantes 31 a 50 años,1,3643.735,1523.6275,"hat"
2013-09-01,gestantes < 18 años,1,5586.937,2216.6891,"hat"
2013-09-01,lactantes 19 a 30 años,1,2638.235,1039.9736,"hat"
2013-09-01,lactantes 31 a 50 años,1,2593.351,1070.9747,"hat"
2013-09-01,lactantes < 18 años,1,3025.732,1186.3767,"hat"
2013-09-01,1 a 3 años,0,1510.650,1360.1941,"hat"
2013-09-01,14 a 18 años,0,2985.336,1086.8681,"hat"
2013-09-01,19 a 30 años,0,2693.990, 955.4744,"hat"
2013-09-01,31 a 50 años,0,2562.170, 959.2931,"hat"
2013-09-01,4 a 8 años,0,2004.775,1395.6914,"hat"
2013-09-01,51 a 70 años,0,2647.842,1219.5511,"hat"
2013-09-01,9 a 13 años,0,2597.489,1294.4681,"hat"
2013-09-01,>70 años,0,2470.436,1219.5511,"hat"
2013-10-01,1 a 3 años,1,1403.441,1377.1302,"hat"
2013-10-01,14 a 18 años,1,2701.730,1278.6586,"hat"
2013-10-01,19 a 30 años,1,2183.368,1074.5827,"hat"
2013-10-01,31 a 50 años,1,2148.355,1120.9862,"hat"
2013-10-01,4 a 8 años,1,1898.764,1442.2032,"hat"
2013-10-01,51 a 70 años,1,2404.808,1381.1321,"hat"
2013-10-01,9 a 13 años,1,2518.016,1390.2419,"hat"
2013-10-01,>70 años,1,2377.825,1452.4814,"hat"
2013-10-01,gestantes 19 a 30 años,1,3367.612,1343.3751,"hat"
2013-10-01,gestantes 31 a 50 años,1,3579.649,1496.8300,"hat"
2013-10-01,gestantes < 18 años,1,5460.233,2166.4174,"hat"
2013-10-01,lactantes 19 a 30 años,1,2573.865,1014.5993,"hat"
2013-10-01,lactantes 31 a 50 años,1,2513.257,1037.8984,"hat"
2013-10-01,lactantes < 18 años,1,2980.135,1168.4982,"hat"
2013-10-01,1 a 3 años,0,1500.963,1351.4718,"hat"
2013-10-01,14 a 18 años,0,2934.929,1068.5163,"hat"
2013-10-01,19 a 30 años,0,2652.372, 940.7137,"hat"
2013-10-01,31 a 50 años,0,2520.111, 943.5461,"hat"
2013-10-01,4 a 8 años,0,2001.132,1393.1549,"hat"
2013-10-01,51 a 70 años,0,2594.758,1195.1017,"hat"
2013-10-01,9 a 13 años,0,2577.529,1284.5208,"hat"
2013-10-01,>70 años,0,2420.910,1195.1017,"hat"
2013-11-01,1 a 3 años,1,1403.261,1376.9537,"hat"
2013-11-01,14 a 18 años,1,2684.259,1270.3901,"hat"
2013-11-01,19 a 30 años,1,2166.850,1066.4528,"hat"
2013-11-01,31 a 50 años,1,2133.370,1113.1671,"hat"
2013-11-01,4 a 8 años,1,1898.174,1441.7552,"hat"
2013-11-01,51 a 70 años,1,2392.385,1373.9972,"hat"
2013-11-01,9 a 13 años,1,2511.719,1386.7652,"hat"
2013-11-01,>70 años,1,2363.980,1444.0238,"hat"
2013-11-01,gestantes 19 a 30 años,1,3356.788,1339.0574,"hat"
2013-11-01,gestantes 31 a 50 años,1,3571.676,1493.4961,"hat"
2013-11-01,gestantes < 18 años,1,5463.256,2167.6169,"hat"
2013-11-01,lactantes 19 a 30 años,1,2546.342,1003.7499,"hat"
2013-11-01,lactantes 31 a 50 años,1,2487.585,1027.2967,"hat"
2013-11-01,lactantes < 18 años,1,2958.112,1159.8631,"hat"
2013-11-01,1 a 3 años,0,1501.025,1351.5275,"hat"
2013-11-01,14 a 18 años,0,2914.497,1061.0778,"hat"
2013-11-01,19 a 30 años,0,2622.772, 930.2159,"hat"
2013-11-01,31 a 50 años,0,2492.826, 933.3304,"hat"
2013-11-01,4 a 8 años,0,1999.502,1392.0203,"hat"
2013-11-01,51 a 70 años,0,2578.196,1187.4733,"hat"
2013-11-01,9 a 13 años,0,2570.325,1280.9306,"hat"
2013-11-01,>70 años,0,2405.457,1187.4733,"hat"
2013-12-01,1 a 3 años,1,1399.235,1373.0031,"hat"
2013-12-01,14 a 18 años,1,2674.374,1265.7121,"hat"
2013-12-01,19 a 30 años,1,2156.578,1061.3976,"hat"
2013-12-01,31 a 50 años,1,2118.739,1105.5331,"hat"
2013-12-01,4 a 8 años,1,1888.450,1434.3692,"hat"
2013-12-01,51 a 70 años,1,2371.632,1362.0785,"hat"
2013-12-01,9 a 13 años,1,2502.963,1381.9308,"hat"
2013-12-01,>70 años,1,2349.346,1435.0852,"hat"
2013-12-01,gestantes 19 a 30 años,1,3342.670,1333.4256,"hat"
2013-12-01,gestantes 31 a 50 años,1,3606.063,1507.8754,"hat"
2013-12-01,gestantes < 18 años,1,5544.020,2199.6613,"hat"
2013-12-01,lactantes 19 a 30 años,1,2510.138, 989.4788,"hat"
2013-12-01,lactantes 31 a 50 años,1,2464.786,1017.8812,"hat"
2013-12-01,lactantes < 18 años,1,2915.976,1143.3418,"hat"
2013-12-01,1 a 3 años,0,1497.644,1348.4827,"hat"
2013-12-01,14 a 18 años,0,2895.527,1054.1713,"hat"
2013-12-01,19 a 30 años,0,2590.662, 918.8274,"hat"
2013-12-01,31 a 50 años,0,2459.967, 921.0277,"hat"
2013-12-01,4 a 8 años,0,1989.210,1384.8550,"hat"
2013-12-01,51 a 70 años,0,2556.089,1177.2913,"hat"
2013-12-01,9 a 13 años,0,2556.215,1273.8989,"hat"
2013-12-01,>70 años,0,2384.831,1177.2913,"hat"
2014-01-01,1 a 3 años,1,1411.951,1385.4808,"hat"
2014-01-01,14 a 18 años,1,2693.244,1274.6428,"hat"
2014-01-01,19 a 30 años,1,2183.117,1074.4592,"hat"
2014-01-01,31 a 50 años,1,2143.094,1118.2411,"hat"
2014-01-01,4 a 8 años,1,1905.477,1447.3016,"hat"
2014-01-01,51 a 70 años,1,2391.237,1373.3379,"hat"
2014-01-01,9 a 13 años,1,2524.293,1393.7074,"hat"
2014-01-01,>70 años,1,2369.024,1447.1053,"hat"
2014-01-01,gestantes 19 a 30 años,1,3373.693,1345.8010,"hat"
2014-01-01,gestantes 31 a 50 años,1,3633.498,1519.3471,"hat"
2014-01-01,gestantes < 18 años,1,5630.159,2233.8381,"hat"
2014-01-01,lactantes 19 a 30 años,1,2536.579, 999.9014,"hat"
2014-01-01,lactantes 31 a 50 años,1,2495.036,1030.3736,"hat"
2014-01-01,lactantes < 18 años,1,2942.438,1153.7177,"hat"
2014-01-01,1 a 3 años,0,1511.396,1360.8652,"hat"
2014-01-01,14 a 18 años,0,2917.546,1062.1878,"hat"
2014-01-01,19 a 30 años,0,2621.665, 929.8232,"hat"
2014-01-01,31 a 50 años,0,2485.082, 930.4310,"hat"
2014-01-01,4 a 8 años,0,2007.761,1397.7698,"hat"
2014-01-01,51 a 70 años,0,2579.027,1187.8562,"hat"
2014-01-01,9 a 13 años,0,2576.871,1284.1927,"hat"
2014-01-01,>70 años,0,2406.232,1187.8562,"hat"
2014-02-01,1 a 3 años,1,1405.792,1379.4370,"hat"
2014-02-01,14 a 18 años,1,2673.259,1265.1841,"hat"
2014-02-01,19 a 30 años,1,2168.060,1067.0485,"hat"
2014-02-01,31 a 50 años,1,2126.139,1109.3943,"hat"
2014-02-01,4 a 8 años,1,1896.546,1440.5181,"hat"
2014-02-01,51 a 70 años,1,2372.446,1362.5460,"hat"
2014-02-01,9 a 13 años,1,2509.337,1385.4502,"hat"
2014-02-01,>70 años,1,2350.823,1435.9873,"hat"
2014-02-01,gestantes 19 a 30 años,1,3365.097,1342.3720,"hat"
2014-02-01,gestantes 31 a 50 años,1,3653.871,1527.8662,"hat"
2014-02-01,gestantes < 18 años,1,5637.895,2236.9074,"hat"
2014-02-01,lactantes 19 a 30 años,1,2519.717, 993.2546,"hat"
2014-02-01,lactantes 31 a 50 años,1,2476.597,1022.7589,"hat"
2014-02-01,lactantes < 18 años,1,2921.838,1145.6402,"hat"
2014-02-01,1 a 3 años,0,1503.970,1354.1795,"hat"
2014-02-01,14 a 18 años,0,2897.989,1055.0677,"hat"
2014-02-01,19 a 30 años,0,2608.493, 925.1514,"hat"
2014-02-01,31 a 50 años,0,2473.545, 926.1113,"hat"
2014-02-01,4 a 8 años,0,1999.979,1392.3524,"hat"
2014-02-01,51 a 70 años,0,2562.790,1180.3775,"hat"
2014-02-01,9 a 13 años,0,2560.716,1276.1422,"hat"
2014-02-01,>70 años,0,2391.083,1180.3775,"hat"
2014-03-01,1 a 3 años,1,1419.617,1393.0029,"hat"
2014-03-01,14 a 18 años,1,2707.621,1281.4469,"hat"
2014-03-01,19 a 30 años,1,2199.982,1082.7597,"hat"
2014-03-01,31 a 50 años,1,2159.824,1126.9704,"hat"
2014-03-01,4 a 8 años,1,1916.757,1455.8694,"hat"
2014-03-01,51 a 70 años,1,2410.209,1384.2341,"hat"
2014-03-01,9 a 13 años,1,2538.855,1401.7474,"hat"
2014-03-01,>70 años,1,2387.720,1458.5255,"hat"
2014-03-01,gestantes 19 a 30 años,1,3440.368,1372.3986,"hat"
2014-03-01,gestantes 31 a 50 años,1,3720.972,1555.9244,"hat"
2014-03-01,gestantes < 18 años,1,5741.381,2277.9667,"hat"
2014-03-01,lactantes 19 a 30 años,1,2605.168,1026.9389,"hat"
2014-03-01,lactantes 31 a 50 años,1,2555.873,1055.4974,"hat"
2014-03-01,lactantes < 18 años,1,2998.433,1175.6731,"hat"
2014-03-01,1 a 3 años,0,1520.395,1368.9686,"hat"
2014-03-01,14 a 18 años,0,2945.412,1072.3328,"hat"
2014-03-01,19 a 30 años,0,2678.530, 949.9912,"hat"
2014-03-01,31 a 50 años,0,2544.419, 952.6473,"hat"
2014-03-01,4 a 8 años,0,2019.434,1405.8965,"hat"
2014-03-01,51 a 70 años,0,2618.459,1206.0180,"hat"
2014-03-01,9 a 13 años,0,2590.190,1290.8303,"hat"
2014-03-01,>70 años,0,2443.022,1206.0180,"hat"
2014-04-01,1 a 3 años,1,1422.395,1395.7290,"hat"
2014-04-01,14 a 18 años,1,2711.975,1283.5077,"hat"
2014-04-01,19 a 30 años,1,2206.882,1086.1555,"hat"
2014-04-01,31 a 50 años,1,2166.306,1130.3529,"hat"
2014-04-01,4 a 8 años,1,1919.118,1457.6627,"hat"
2014-04-01,51 a 70 años,1,2414.796,1386.8681,"hat"
2014-04-01,9 a 13 años,1,2541.907,1403.4328,"hat"
2014-04-01,>70 años,1,2391.361,1460.7497,"hat"
2014-04-01,gestantes 19 a 30 años,1,3499.027,1395.7979,"hat"
2014-04-01,gestantes 31 a 50 años,1,3778.002,1579.7715,"hat"
2014-04-01,gestantes < 18 años,1,5874.534,2330.7970,"hat"
2014-04-01,lactantes 19 a 30 años,1,2628.573,1036.1649,"hat"
2014-04-01,lactantes 31 a 50 años,1,2575.678,1063.6763,"hat"
2014-04-01,lactantes < 18 años,1,3015.545,1182.3826,"hat"
2014-04-01,1 a 3 años,0,1525.281,1373.3673,"hat"
2014-04-01,14 a 18 años,0,2957.883,1076.8731,"hat"
2014-04-01,19 a 30 años,0,2701.507, 958.1406,"hat"
2014-04-01,31 a 50 años,0,2568.823, 961.7842,"hat"
2014-04-01,4 a 8 años,0,2020.081,1406.3467,"hat"
2014-04-01,51 a 70 años,0,2632.029,1212.2682,"hat"
2014-04-01,9 a 13 años,0,2594.357,1292.9072,"hat"
2014-04-01,>70 años,0,2455.683,1212.2682,"hat"
2014-05-01,1 a 3 años,1,1425.175,1398.4565,"hat"
2014-05-01,14 a 18 años,1,2709.269,1282.2267,"hat"
2014-05-01,19 a 30 años,1,2202.441,1083.9696,"hat"
2014-05-01,31 a 50 años,1,2161.666,1127.9319,"hat"
2014-05-01,4 a 8 años,1,1920.949,1459.0536,"hat"
2014-05-01,51 a 70 años,1,2411.170,1384.7859,"hat"
2014-05-01,9 a 13 años,1,2541.322,1403.1093,"hat"
2014-05-01,>70 años,1,2387.942,1458.6612,"hat"
2014-05-01,gestantes 19 a 30 años,1,3504.292,1397.8982,"hat"
2014-05-01,gestantes 31 a 50 años,1,3783.267,1581.9729,"hat"
2014-05-01,gestantes < 18 años,1,5839.524,2316.9061,"hat"
2014-05-01,lactantes 19 a 30 años,1,2620.209,1032.8678,"hat"
2014-05-01,lactantes 31 a 50 años,1,2566.952,1060.0728,"hat"
2014-05-01,lactantes < 18 años,1,3008.256,1179.5243,"hat"
2014-05-01,1 a 3 años,0,1528.608,1376.3630,"hat"
2014-05-01,14 a 18 años,0,2954.240,1075.5470,"hat"
2014-05-01,19 a 30 años,0,2694.740, 955.7406,"hat"
2014-05-01,31 a 50 años,0,2563.460, 959.7762,"hat"
2014-05-01,4 a 8 años,0,2022.363,1407.9355,"hat"
2014-05-01,51 a 70 años,0,2627.635,1210.2444,"hat"
2014-05-01,9 a 13 años,0,2593.543,1292.5012,"hat"
2014-05-01,>70 años,0,2451.584,1210.2444,"hat"
2014-06-01,1 a 3 años,1,1423.603,1396.9145,"hat"
2014-06-01,14 a 18 años,1,2711.681,1283.3682,"hat"
2014-06-01,19 a 30 años,1,2204.329,1084.8991,"hat"
2014-06-01,31 a 50 años,1,2163.378,1128.8249,"hat"
2014-06-01,4 a 8 años,1,1922.528,1460.2532,"hat"
2014-06-01,51 a 70 años,1,2413.303,1386.0107,"hat"
2014-06-01,9 a 13 años,1,2545.019,1405.1506,"hat"
2014-06-01,>70 años,1,2389.379,1459.5387,"hat"
2014-06-01,gestantes 19 a 30 años,1,3500.177,1396.2567,"hat"
2014-06-01,gestantes 31 a 50 años,1,3763.802,1573.8337,"hat"
2014-06-01,gestantes < 18 años,1,5791.446,2297.8305,"hat"
2014-06-01,lactantes 19 a 30 años,1,2618.869,1032.3397,"hat"
2014-06-01,lactantes 31 a 50 años,1,2565.310,1059.3946,"hat"
2014-06-01,lactantes < 18 años,1,3008.710,1179.7025,"hat"
2014-06-01,1 a 3 años,0,1526.394,1374.3698,"hat"
2014-06-01,14 a 18 años,0,2958.036,1076.9287,"hat"
2014-06-01,19 a 30 años,0,2695.356, 955.9591,"hat"
2014-06-01,31 a 50 años,0,2565.258, 960.4496,"hat"
2014-06-01,4 a 8 años,0,2022.391,1407.9551,"hat"
2014-06-01,51 a 70 años,0,2629.479,1211.0935,"hat"
2014-06-01,9 a 13 años,0,2598.122,1294.7835,"hat"
2014-06-01,>70 años,0,2453.304,1211.0935,"hat"
2014-07-01,1 a 3 años,1,1430.987,1404.1597,"hat"
2014-07-01,14 a 18 años,1,2730.511,1292.2802,"hat"
2014-07-01,19 a 30 años,1,2222.289,1093.7382,"hat"
2014-07-01,31 a 50 años,1,2180.951,1137.9943,"hat"
2014-07-01,4 a 8 años,1,1933.277,1468.4176,"hat"
2014-07-01,51 a 70 años,1,2430.344,1395.7979,"hat"
2014-07-01,9 a 13 años,1,2560.865,1413.8995,"hat"
2014-07-01,>70 años,1,2405.754,1469.5412,"hat"
2014-07-01,gestantes 19 a 30 años,1,3497.490,1395.1849,"hat"
2014-07-01,gestantes 31 a 50 años,1,3758.011,1571.4122,"hat"
2014-07-01,gestantes < 18 años,1,5765.425,2287.5063,"hat"
2014-07-01,lactantes 19 a 30 años,1,2635.479,1038.8873,"hat"
2014-07-01,lactantes 31 a 50 años,1,2584.882,1067.4773,"hat"
2014-07-01,lactantes < 18 años,1,3026.688,1186.7517,"hat"
