food_key,m0_ipc_fill,m1_margin_Q2,m1_margin_best,m4_asy_ecm_mtar,m5_ecm,m6_lm_dummies,m7_fd_dummies
LENTEJAS,0.1455312022100854,NA,NA,NA,NA,NA,NA
LIMON TAHITI,NA,0.2293450202218624,0.2210212105495471,0.7396858321917069,20.944550182930012,0.1183238025338852,0.2535849183536081
LIMONES,0.2626964357330346,NA,NA,NA,NA,NA,NA
LOMITOS DE ATUN EN LATA,NA,0.12823373032992,0.05337420567126535,0.27955093127226915,11.545759375827194,0.1155452370949762,0.1414429194067266
LULO,NA,0.0925346209932515,0.0925346209932515,0.4466543631711643,12.599005771192234,0.1452393941826671,0.37964788597762583
LULOS,0.3559177326400689,NA,NA,NA,NA,NA,NA
MANGO COMUN,NA,0.2719601154176929,0.2719601154176929,0.7717252974798783,11.11535512134409,0.1233551791987821,0.13523326502886632
MANGO DE AZUCAR,NA,0.1774349007865237,0.1774349007865237,NA,NA,0.2333982150413393,NA
MANTECA VEGETAL,0.09447275573339994,NA,NA,NA,NA,NA,NA
MANZANA ROJA IMPORTADA,NA,0.0264752074428098,0.02599236250157075,0.2310282078389452,7.764664091976398,0.03855222505803316,0.10884957845984002
MANZANA ROYAL GALA IMPORTADA,NA,0.04727757299025933,0.04727757299025933,0.2507703307012569,4.365536979914403,0.05695649532542196,0.10539955110993024
MANZANA VERDE IMPORTADA,NA,0.1441974791260922,0.102931396864232,0.03140440077596589,12.713099722415192,0.09581029604323053,0.10588598206180976
MANZANAS,0.3462313214870624,NA,NA,NA,NA,NA,NA
MARACUYA,0.1247054094708324,0.1272707498057428,0.1099977452863461,0.8050890452586145,29.928454623459384,0.1175502093163156,0.1896199574208054
MARGARINA,NA,0.08256863796427448,0.03986395891914929,0.2289977365981243,8.22092974977991,0.07545618647002013,0.06441492233948273
MORA DE CASTILLA,NA,0.1250958942780724,0.09175638102317807,0.1508971282014546,26.425589233826923,0.1348716406901946,0.2479565720222479
MORAS,0.01000320343497964,NA,NA,NA,NA,NA,NA
NARANJA COMUN,NA,0.2184907206234001,0.1780455037083545,NA,NA,0.2289248253449278,NA
NARANJA SWEET,NA,0.05328580076068469,0.04205298765424881,0.1110041638166154,29.192154170092028,0.09534267627884203,0.3645013780688078
NARANJA VALENCIA,NA,0.215283028321591,0.1889551205022862,0.3289267662269641,49.44489936420808,0.2149792027032145,0.13812430985436916
NARANJAS,0.008684657515402502,NA,NA,NA,NA,NA,NA
PAN CORRIENTE,0.002350089048877173,NA,NA,NA,NA,NA,NA
PAN FRANCES,0.06983817626712449,NA,NA,NA,NA,NA,NA
PAN INTEGRAL,0.02394064107959495,NA,NA,NA,NA,NA,NA
PANELA,0.002159191002649612,NA,NA,NA,NA,NA,NA
PANELA REDONDA MORENA,NA,0.08533770240054457,0.05891285288121825,0.049551985132419,46.41182160135887,0.2276500553112131,0.17794122833327772
PAPA,0.07036433059487922,NA,NA,NA,NA,NA,NA
PAPA BETINA,NA,0.2454690146754461,0.1534938614322293,0.45024693396714066,121.14086025164166,0.2948772321877816,1.1682818611680743
PAPA CAPIRA,NA,0.1845711355171027,0.1317211168637778,0.5394993474266939,73.66751945887503,0.2147313516403682,0.5241614848532495
PAPA CRIOLLA,0.2678262179521076,NA,NA,NA,NA,NA,NA
PAPA CRIOLLA LIMPIA,NA,0.2005210410337412,0.1977955754652945,0.33432328455568117,62.07616800618685,0.247256404767255,0.39411566002182014
PAPA CRIOLLA SUCIA,NA,0.1997581055484863,0.1997581055484863,0.3829843785765046,42.921121694619096,0.2396347757173324,0.3910156424329896
PAPA NEVADA,NA,0.2236391348196999,0.2236391348196999,0.4826189752375531,42.643106665571544,0.2165581357049965,0.29772582802451003
PAPA PARDA PASTUSA,NA,0.2091440455110343,0.1678051411087724,0.5500302290606391,35.77853881272382,0.2417275838845743,0.558121889439645
PAPA R 12 NEGRA,NA,0.04947271441854392,0.04947271441854392,NA,NA,0.161921466357732,NA
PAPA SUPREMA,NA,0.2311005172079883,0.1656747253639325,0.5255699559355983,55.551229210150986,0.2444168719885708,0.5767728710664294
PAPA UNICA,NA,0.3363237702633427,0.1992832573897891,0.5182845308415042,91.50841677364066,0.2905593976687497,0.583216741645803
PASTA PARA SECO,0.01752729907750769,NA,NA,NA,NA,NA,NA
PASTA PARA SOPA,0.01247040566716559,NA,NA,NA,NA,NA,NA
PASTAS ALIMENTICIAS,NA,0.1681786427766979,0.1171676760257564,0.05634441234110377,21.883938434712547,0.2103856814864917,0.10644569335920943
PECHUGA DE POLLO,NA,0.02603873674412696,0.02603873674412696,0.293771012103633,4.851480068267607,0.02635633434843842,0.04347524395177259
PESCADO DE MAR,0.04403328804788675,NA,NA,NA,NA,NA,NA
PESCADO DE RIO,0.108654142658763,NA,NA,NA,NA,NA,NA
PESCADO ENLATADO,0.01800043157665821,NA,NA,NA,NA,NA,NA
PINA GOLD,NA,0.1339149222359535,0.05516476479199354,0.09589014747884789,8.328791091883094,0.1823517331586447,0.2059378123517195
PINA MANZANA,NA,0.05292818962429675,0.05009128203785899,0.43844017255531126,24.436288697987177,0.06318780553262332,0.2096995745921538
PINAS,0.4770258123729871,NA,NA,NA,NA,NA,NA
PLATANO,0.006982741004824472,NA,NA,NA,NA,NA,NA
POLLO DESPRESADO POR LIBRA,0.03417284754328268,NA,NA,NA,NA,NA,NA
POLLO ENTERO CONGELADO SIN VISCERAS,NA,0.04408812324060395,0.03542906984560831,0.09611581867382436,7.427900824381137,0.06456513373021365,0.01151248931904606
POLLO ENTERO POR LIBRA,0.02760473437166323,NA,NA,NA,NA,NA,NA
QUESO CAMPESINO,0.02525138926700924,0.01666428512856313,0.01666428512856313,0.1585308262028523,1.5347028879698403,0.02689457778006692,0.01639969169145621
REPOLLO,0.8959672131968582,NA,NA,NA,NA,NA,NA
REPOLLO BLANCO,NA,0.2421059853592071,0.2136047287395646,0.09721560803590908,23.64141085202756,0.1227614937527234,0.17252466758006518
SAL,0.003236764211255258,NA,NA,NA,NA,NA,NA
SAL YODADA,NA,0.02278834156542943,0.01987726919557737,0.05685771091933047,3.28859318960846,0.1266530255405912,0.01520465121252352
TILAPIA ROJA ENTERA CONGELADA,NA,0.0848197684163441,0.078579574575334,0.21414170947370556,4.358281198492319,0.1369966699676154,0.04322565472592829
TOMATE,0.003957262818024432,NA,NA,NA,NA,NA,NA
TOMATE DE ARBOL,0.002143265010655854,0.1909009562410861,0.1857198707624358,0.4108266127452973,40.85481160715398,0.1000762199847919,0.40592627389379343
TOMATE LARGA VIDA,NA,0.1417240072897671,0.1417240072897671,0.12628947170775978,18.95776665985264,0.1276457776435052,0.269427469726294
YUCA,0.00262467974437467,NA,NA,NA,NA,NA,NA
ZANAHORIA,0.004861822046399702,0.3584347588964482,0.3584347588964482,0.824788653140083,47.18107931378437,0.29471030146556,0.3177700928343944
